HSN_CD,HSN_NM,TOWN_NM,VILL_NM,year,total_vote,eligible_vote,DPP,KMT
D,臺南市,安南區,海南里,2018,1328,1923,717,276
D,臺南市,安南區,城東里,2018,1153,1529,694,252
D,臺南市,安南區,城南里,2018,1951,2936,906,676
D,臺南市,安南區,青草里,2018,886,1427,496,180
D,臺南市,安南區,城西里,2018,1065,1336,655,136
D,臺南市,安南區,城北里,2018,959,1416,658,138
D,臺南市,安南區,城中里,2018,718,1008,327,154
D,臺南市,安南區,砂崙里,2018,989,1268,628,118
D,臺南市,安南區,顯宮里,2018,912,1410,434,145
D,臺南市,安南區,鹿耳里,2018,711,879,408,130
D,臺南市,安南區,四草里,2018,1278,1799,737,236
D,臺南市,安南區,塩田里,2018,1002,1431,450,265
D,臺南市,永康區,五王里,2018,2947,5467,1031,983
D,臺南市,永康區,三合里,2018,2015,3316,605,749
D,臺南市,永康區,六合里,2018,3023,5222,916,1068
D,臺南市,永康區,網寮里,2018,3533,6548,1194,1011
D,臺南市,永康區,二王里,2018,4340,7483,1300,1388
D,臺南市,永康區,永康里,2018,4542,8523,1213,833
D,臺南市,永康區,埔園里,2018,3799,6832,1503,941
D,臺南市,永康區,龍埔里,2018,1895,3292,623,592
D,臺南市,永康區,正強里,2018,4643,7319,1637,1224
D,臺南市,永康區,大橋里,2018,3263,5500,1091,1002
D,臺南市,永康區,東橋里,2018,3079,5627,1137,842
D,臺南市,永康區,西橋里,2018,1753,3009,569,555
D,臺南市,永康區,安康里,2018,2412,4633,682,840
D,臺南市,永康區,蔦松里,2018,1299,1798,451,397
D,臺南市,永康區,三民里,2018,975,1394,314,221
D,臺南市,永康區,塩行里,2018,2835,4744,1023,695
D,臺南市,永康區,塩興里,2018,2059,3526,743,541
D,臺南市,永康區,塩洲里,2018,3431,5530,1242,806
D,臺南市,永康區,甲頂里,2018,1337,2194,585,334
D,臺南市,永康區,尚頂里,2018,2156,3647,901,565
D,臺南市,永康區,龍潭里,2018,3187,5853,979,696
D,臺南市,永康區,永明里,2018,2445,4303,572,685
D,臺南市,永康區,王行里,2018,1560,2433,476,274
D,臺南市,永康區,烏竹里,2018,1568,2562,433,369
D,臺南市,永康區,西勢里,2018,3557,5772,778,564
D,臺南市,永康區,新樹里,2018,1495,2020,307,189
D,臺南市,永康區,大灣里,2018,2058,3265,818,280
D,臺南市,永康區,東灣里,2018,2156,3455,705,351
D,臺南市,永康區,西灣里,2018,4407,6956,1412,963
D,臺南市,永康區,南灣里,2018,2205,3699,637,342
D,臺南市,永康區,崑山里,2018,3465,5672,1082,756
D,臺南市,永康區,北灣里,2018,2369,3867,959,370
D,臺南市,永康區,北興里,2018,2605,4639,947,584
D,臺南市,永康區,復興里,2018,1112,1934,134,830
D,臺南市,永康區,光復里,2018,343,503,47,223
D,臺南市,永康區,建國里,2018,1041,1725,203,578
D,臺南市,永康區,復國里,2018,4407,8060,975,2030
D,臺南市,永康區,復華里,2018,5173,8889,1384,2022
D,臺南市,永康區,神洲里,2018,620,1104,140,351
D,臺南市,永康區,成功里,2018,1405,2035,208,878
D,臺南市,永康區,中華里,2018,1797,2688,598,771
D,臺南市,永康區,中興里,2018,1981,3301,559,910
D,臺南市,永康區,勝利里,2018,4234,7406,1163,1705
D,臺南市,北區,開元里,2018,2148,3423,958,963
D,臺南市,北區,元寶里,2018,1882,3638,838,864
D,臺南市,北區,合興里,2018,2367,3450,1123,923
D,臺南市,北區,力行里,2018,1505,2361,629,756
D,臺南市,北區,重興里,2018,1141,1793,484,559
D,臺南市,北區,東興里,2018,1206,1971,435,656
D,臺南市,北區,長勝里,2018,2354,3922,651,1500
D,臺南市,北區,振興里,2018,1188,1920,607,496
D,臺南市,北區,仁愛里,2018,1318,2011,615,597
D,臺南市,北區,中樓里,2018,813,1434,374,374
D,臺南市,北區,永祥里,2018,1817,2975,753,856
D,臺南市,北區,北門里,2018,3371,5167,1320,1772
D,臺南市,北區,大光里,2018,2944,4729,804,1887
D,臺南市,北區,大興里,2018,1960,3005,937,865
D,臺南市,北區,公園里,2018,1070,1776,438,495
D,臺南市,北區,北華里,2018,2257,4072,1139,915
D,臺南市,北區,長興里,2018,1635,2721,838,657
D,臺南市,北區,小北里,2018,2452,3857,1321,902
D,臺南市,北區,正覺里,2018,1832,3098,1000,653
D,臺南市,北區,成功里,2018,2479,4251,1334,965
D,臺南市,北區,華德里,2018,1811,2961,928,763
D,臺南市,北區,福德里,2018,2427,3986,1221,1048
D,臺南市,北區,成德里,2018,2539,4128,1346,1058
D,臺南市,北區,和順里,2018,2904,4644,1273,1232
D,臺南市,北區,立人里,2018,1489,2537,710,670
D,臺南市,北區,雙安里,2018,1332,2102,606,615
D,臺南市,北區,文成里,2018,1858,2866,1020,663
D,臺南市,北區,元美里,2018,1671,2839,905,664
D,臺南市,北區,文元里,2018,1860,3161,1031,694
D,臺南市,北區,大和里,2018,2193,3550,1344,723
D,臺南市,北區,大港里,2018,3011,5200,1610,1153
D,臺南市,北區,大豐里,2018,2423,4176,1362,824
D,臺南市,北區,賢北里,2018,2013,3459,1040,787
D,臺南市,中西區,赤嵌里,2018,2292,3740,1263,889
D,臺南市,中西區,郡王里,2018,1767,2921,846,811
D,臺南市,中西區,法華里,2018,1420,2507,626,717
D,臺南市,中西區,開山里,2018,1417,2458,780,518
D,臺南市,中西區,永華里,2018,1578,2442,867,638
D,臺南市,中西區,藥王里,2018,2132,3354,1206,802
D,臺南市,中西區,光賢里,2018,2300,3411,1055,597
D,臺南市,中西區,大涼里,2018,1545,2420,738,744
D,臺南市,中西區,西湖里,2018,3279,5146,1612,1487
D,臺南市,中西區,西賢里,2018,2824,4710,1396,1240
D,臺南市,中西區,城隍里,2018,2117,3443,1159,830
D,臺南市,中西區,南美里,2018,2131,3207,1132,870
D,臺南市,中西區,南門里,2018,1647,2487,674,889
D,臺南市,中西區,小西門里,2018,1814,3056,884,837
D,臺南市,中西區,五條港里,2018,1332,2062,777,498
D,臺南市,中西區,兌悅里,2018,2250,3864,1249,877
D,臺南市,中西區,淺草里,2018,1437,2444,738,628
D,臺南市,中西區,府前里,2018,1295,1973,624,604
D,臺南市,中西區,南廠里,2018,2382,3957,1286,987
D,臺南市,中西區,西和里,2018,2200,3543,1138,881
D,臺南市,安平區,文平里,2018,2750,4803,1056,1240
D,臺南市,安平區,建平里,2018,2520,4741,1006,1092
D,臺南市,安平區,怡平里,2018,2111,4000,809,944
D,臺南市,安平區,華平里,2018,2715,4611,1097,1236
D,臺南市,安平區,平通里,2018,3541,6749,1355,1670
D,臺南市,安平區,億載里,2018,1637,2719,620,800
D,臺南市,安平區,育平里,2018,3867,7269,1324,1940
D,臺南市,安平區,國平里,2018,3534,6532,1188,1657
D,臺南市,安平區,漁光里,2018,278,426,143,117
D,臺南市,安平區,平安里,2018,1839,3304,817,775
D,臺南市,安平區,天妃里,2018,2061,3336,934,922
D,臺南市,安平區,王城里,2018,1685,2737,643,928
D,臺南市,安平區,金城里,2018,1061,1943,399,553
D,臺南市,南區,大恩里,2018,1891,3285,358,1356
D,臺南市,南區,大林里,2018,1380,2205,302,896
D,臺南市,南區,大忠里,2018,2620,4368,638,1581
D,臺南市,南區,新生里,2018,1990,3316,254,1523
D,臺南市,南區,竹溪里,2018,872,1578,223,453
D,臺南市,南區,明德里,2018,434,792,72,296
D,臺南市,南區,大成里,2018,881,1335,254,491
D,臺南市,南區,田寮里,2018,2020,3125,617,1080
D,臺南市,南區,新興里,2018,1523,2692,484,728
D,臺南市,南區,再興里,2018,1365,2238,540,579
D,臺南市,南區,廣州里,2018,1383,2192,487,686
D,臺南市,南區,新昌里,2018,1356,2225,464,643
D,臺南市,南區,文華里,2018,1926,3198,707,851
D,臺南市,南區,文南里,2018,2861,4937,959,1356
D,臺南市,南區,金華里,2018,2819,4843,1038,1250
D,臺南市,南區,國宅里,2018,1844,2909,687,860
D,臺南市,南區,鹽埕里,2018,2435,3656,818,1239
D,臺南市,南區,光明里,2018,2356,4103,768,1149
D,臺南市,南區,明亮里,2018,2090,3517,672,931
D,臺南市,南區,府南里,2018,2725,4678,806,1465
D,臺南市,南區,明興里,2018,2051,3261,792,912
D,臺南市,南區,郡南里,2018,1991,3465,639,970
D,臺南市,南區,建南里,2018,3024,4941,1118,1389
D,臺南市,南區,南都里,2018,1339,2675,406,722
D,臺南市,南區,南華里,2018,1418,2375,487,683
D,臺南市,南區,開南里,2018,2986,5571,904,1526
D,臺南市,南區,彰南里,2018,983,1576,337,429
D,臺南市,南區,鯤鯓里,2018,1061,1736,324,570
D,臺南市,南區,喜北里,2018,1359,2107,645,420
D,臺南市,南區,喜南里,2018,771,1210,407,177
D,臺南市,南區,喜東里,2018,1125,2003,476,356
D,臺南市,南區,省躬里,2018,1863,3297,601,930
D,臺南市,南區,永寧里,2018,1219,1710,373,678
D,臺南市,南區,松安里,2018,1155,1717,313,673
D,臺南市,南區,佛壇里,2018,1545,2444,496,775
D,臺南市,南區,同安里,2018,1280,2095,353,614
D,臺南市,南區,興農里,2018,1406,2022,445,739
D,臺南市,東區,崇信里,2018,2140,4319,679,786
D,臺南市,東區,崇學里,2018,1717,2774,441,669
D,臺南市,東區,崇德里,2018,2633,4276,689,854
D,臺南市,東區,崇善里,2018,2848,4782,747,796
D,臺南市,東區,崇成里,2018,1671,2811,424,588
D,臺南市,東區,崇文里,2018,3409,5670,878,1318
D,臺南市,東區,東智里,2018,1365,2194,381,384
D,臺南市,東區,大智里,2018,3670,6339,854,1291
D,臺南市,東區,德高里,2018,1966,2881,521,498
D,臺南市,東區,仁和里,2018,2277,4262,544,756
D,臺南市,東區,和平里,2018,2697,4660,747,817
D,臺南市,東區,虎尾里,2018,2876,4695,791,988
D,臺南市,東區,裕聖里,2018,2570,4179,701,1148
D,臺南市,東區,復興里,2018,1978,3184,633,612
D,臺南市,東區,自強里,2018,2761,4939,768,1032
D,臺南市,東區,東聖里,2018,1229,2198,454,362
D,臺南市,東區,關聖里,2018,2433,4110,606,1109
D,臺南市,東區,南聖里,2018,1492,2332,425,564
D,臺南市,東區,文聖里,2018,2367,3916,589,1183
D,臺南市,東區,後甲里,2018,1799,2841,650,581
D,臺南市,東區,東光里,2018,2848,4683,868,1208
D,臺南市,東區,東明里,2018,1690,2877,492,589
D,臺南市,東區,莊敬里,2018,2011,3469,642,889
D,臺南市,東區,小東里,2018,2437,4087,753,947
D,臺南市,東區,大學里,2018,725,1100,232,321
D,臺南市,東區,成大里,2018,1164,1933,380,518
D,臺南市,東區,東門里,2018,1057,1826,387,370
D,臺南市,東區,圍下里,2018,1112,1909,386,431
D,臺南市,東區,中西里,2018,1741,2974,549,676
D,臺南市,東區,東安里,2018,805,1350,271,296
D,臺南市,東區,新東里,2018,1525,2364,461,567
D,臺南市,東區,崇誨里,2018,1529,2385,384,713
D,臺南市,東區,衛國里,2018,868,1459,280,308
D,臺南市,東區,裕農里,2018,1674,2828,514,587
D,臺南市,東區,富強里,2018,2522,4348,740,800
D,臺南市,東區,富裕里,2018,1219,2115,381,387
D,臺南市,東區,忠孝里,2018,2426,4095,579,1078
D,臺南市,東區,崇明里,2018,2313,3885,638,1039
D,臺南市,東區,大福里,2018,1082,1668,336,402
D,臺南市,東區,大德里,2018,924,1526,295,327
D,臺南市,東區,路東里,2018,916,1544,249,419
D,臺南市,東區,大同里,2018,1643,2828,477,517
D,臺南市,東區,泉南里,2018,2635,4582,779,800
D,臺南市,東區,龍山里,2018,2587,4442,752,1013
D,臺南市,東區,德光里,2018,2277,3826,612,983
D,臺南市,仁德區,太子里,2018,3248,5200,1703,199
D,臺南市,仁德區,土庫里,2018,1737,2673,1088,95
D,臺南市,仁德區,一甲里,2018,1843,2610,982,162
D,臺南市,仁德區,仁德里,2018,4078,6930,1490,407
D,臺南市,仁德區,仁義里,2018,5457,8775,2012,457
D,臺南市,仁德區,新田里,2018,1920,3175,728,154
D,臺南市,仁德區,後壁里,2018,5439,8822,2171,394
D,臺南市,仁德區,上崙里,2018,3522,5589,989,166
D,臺南市,仁德區,文賢里,2018,1776,2228,448,68
D,臺南市,仁德區,保安里,2018,1793,2667,615,109
D,臺南市,仁德區,成功里,2018,2830,4540,609,291
D,臺南市,仁德區,仁和里,2018,858,1343,49,69
D,臺南市,仁德區,仁愛里,2018,748,1213,153,70
D,臺南市,仁德區,二行里,2018,1320,2032,334,48
D,臺南市,仁德區,大甲里,2018,1440,2024,478,39
D,臺南市,仁德區,中洲里,2018,1941,2610,592,99
D,臺南市,歸仁區,南保里,2018,3460,5744,1240,417
D,臺南市,歸仁區,南興里,2018,2485,4003,804,257
D,臺南市,歸仁區,六甲里,2018,2090,3642,663,175
D,臺南市,歸仁區,歸南里,2018,1364,2221,435,151
D,臺南市,歸仁區,後市里,2018,1993,3190,632,230
D,臺南市,歸仁區,文化里,2018,1821,2872,605,259
D,臺南市,歸仁區,辜厝里,2018,1965,3203,615,232
D,臺南市,歸仁區,新厝里,2018,1471,2376,540,125
D,臺南市,歸仁區,許厝里,2018,1950,3186,659,164
D,臺南市,歸仁區,看西里,2018,1317,2032,515,120
D,臺南市,歸仁區,看東里,2018,1123,1724,330,105
D,臺南市,歸仁區,崙頂里,2018,1946,2831,682,184
D,臺南市,歸仁區,沙崙里,2018,430,668,119,37
D,臺南市,歸仁區,大潭里,2018,1273,1790,484,63
D,臺南市,歸仁區,武東里,2018,1138,1846,344,101
D,臺南市,歸仁區,歸仁里,2018,1379,2204,376,134
D,臺南市,歸仁區,八甲里,2018,1634,2490,584,168
D,臺南市,歸仁區,七甲里,2018,2110,3083,1101,209
D,臺南市,歸仁區,媽廟里,2018,1329,1906,632,93
D,臺南市,歸仁區,西埔里,2018,1249,1684,543,83
D,臺南市,歸仁區,大廟里,2018,1948,2839,794,152
D,臺南市,關廟區,關廟里,2018,1531,2064,383,134
D,臺南市,關廟區,山西里,2018,1391,2001,285,112
D,臺南市,關廟區,香洋里,2018,2176,3244,502,178
D,臺南市,關廟區,北勢里,2018,1697,2368,392,107
D,臺南市,關廟區,新埔里,2018,779,982,125,36
D,臺南市,關廟區,新光里,2018,475,722,104,18
D,臺南市,關廟區,五甲里,2018,2274,3054,492,129
D,臺南市,關廟區,東勢里,2018,1915,3044,389,116
D,臺南市,關廟區,松腳里,2018,1319,1812,350,67
D,臺南市,關廟區,花園里,2018,2502,3382,516,132
D,臺南市,關廟區,深坑里,2018,1033,1463,214,73
D,臺南市,關廟區,布袋里,2018,891,1170,272,47
D,臺南市,關廟區,南雄里,2018,1097,1462,387,58
D,臺南市,關廟區,埤頭里,2018,1136,1804,328,81
D,臺南市,關廟區,下湖里,2018,384,479,100,26
D,臺南市,龍崎區,崎頂里,2018,774,1022,190,48
D,臺南市,龍崎區,土崎里,2018,516,620,85,17
D,臺南市,龍崎區,中坑里,2018,71,138,20,2
D,臺南市,龍崎區,楠坑里,2018,225,358,48,10
D,臺南市,龍崎區,牛埔里,2018,283,331,32,14
D,臺南市,龍崎區,大坪里,2018,256,311,43,7
D,臺南市,龍崎區,龍船里,2018,303,419,55,18
D,臺南市,龍崎區,石𥕢里,2018,348,438,67,11
D,臺南市,後壁區,後壁里,2022,863,1545,402,284
D,臺南市,後壁區,侯伯里,2022,826,1216,422,317
D,臺南市,後壁區,嘉苳里,2022,745,1214,382,315
D,臺南市,後壁區,土溝里,2022,671,1218,356,203
D,臺南市,後壁區,上茄苳里,2022,1406,2065,765,567
D,臺南市,後壁區,菁豐里,2022,660,1156,248,238
D,臺南市,後壁區,菁寮里,2022,824,1286,328,443
D,臺南市,後壁區,新嘉里,2022,718,934,424,244
D,臺南市,後壁區,長短樹里,2022,1238,1858,534,484
D,臺南市,後壁區,竹新里,2022,888,1273,501,280
D,臺南市,後壁區,新東里,2022,847,1549,361,396
D,臺南市,後壁區,頂安里,2022,770,1206,438,267
D,臺南市,後壁區,長安里,2022,737,1160,327,307
D,臺南市,後壁區,福安里,2022,910,1680,363,462
D,臺南市,白河區,白河里,2022,928,1609,486,396
D,臺南市,白河區,永安里,2022,1564,2823,804,659
D,臺南市,白河區,外角里,2022,694,1321,361,287
D,臺南市,白河區,庄內里,2022,909,1537,457,385
D,臺南市,白河區,秀祐里,2022,626,869,331,198
D,臺南市,白河區,河東里,2022,739,1263,431,275
D,臺南市,白河區,虎山里,2022,315,422,184,115
D,臺南市,白河區,大林里,2022,412,556,236,133
D,臺南市,白河區,崁頭里,2022,176,340,61,106
D,臺南市,白河區,六溪里,2022,231,464,75,127
D,臺南市,白河區,關嶺里,2022,539,931,260,185
D,臺南市,白河區,仙草里,2022,572,1112,280,240
D,臺南市,白河區,詔豐里,2022,1059,1845,469,396
D,臺南市,白河區,大竹里,2022,684,1300,336,293
D,臺南市,白河區,廣蓮里,2022,965,1395,421,357
D,臺南市,白河區,竹門里,2022,568,824,243,266
D,臺南市,白河區,崎內里,2022,445,673,149,177
D,臺南市,白河區,昇安里,2022,744,1274,212,488
D,臺南市,白河區,汴頭里,2022,410,673,173,169
D,臺南市,白河區,內角里,2022,467,623,195,180
D,臺南市,白河區,馬稠後里,2022,790,1256,269,360
D,臺南市,東山區,東山里,2022,650,1362,305,292
D,臺南市,東山區,東中里,2022,1173,2369,628,440
D,臺南市,東山區,東正里,2022,709,1344,411,236
D,臺南市,東山區,大客里,2022,490,990,217,204
D,臺南市,東山區,三榮里,2022,430,885,262,104
D,臺南市,東山區,科里里,2022,749,1122,250,248
D,臺南市,東山區,東河里,2022,521,795,339,144
D,臺南市,東山區,聖賢里,2022,1074,1762,547,370
D,臺南市,東山區,南溪里,2022,191,401,97,60
D,臺南市,東山區,水雲里,2022,239,360,135,67
D,臺南市,東山區,林安里,2022,343,399,196,92
D,臺南市,東山區,東原里,2022,931,1956,398,386
D,臺南市,東山區,嶺南里,2022,296,596,122,134
D,臺南市,東山區,南勢里,2022,681,1007,413,150
D,臺南市,東山區,青山里,2022,649,1006,275,279
D,臺南市,東山區,高原里,2022,456,850,249,135
D,臺南市,鹽水區,水秀里,2022,820,1500,473,247
D,臺南市,鹽水區,津城里,2022,904,1366,437,284
D,臺南市,鹽水區,月港里,2022,892,1490,360,333
D,臺南市,鹽水區,橋南里,2022,2074,3568,887,770
D,臺南市,鹽水區,岸內里,2022,2055,3723,957,768
D,臺南市,鹽水區,汫水里,2022,484,862,210,149
D,臺南市,鹽水區,義中里,2022,786,1504,336,359
D,臺南市,鹽水區,三明里,2022,933,1443,557,243
D,臺南市,鹽水區,文昌里,2022,588,929,315,204
D,臺南市,鹽水區,歡雅里,2022,818,1555,336,231
D,臺南市,鹽水區,三和里,2022,536,850,188,270
D,臺南市,鹽水區,竹林里,2022,715,1017,307,314
D,臺南市,鹽水區,坔頭港里,2022,1017,1300,429,332
D,臺南市,新營區,忠政里,2022,2355,4371,793,1302
D,臺南市,新營區,民權里,2022,1170,2134,523,526
D,臺南市,新營區,三仙里,2022,1626,2707,750,656
D,臺南市,新營區,永平里,2022,1331,2445,599,547
D,臺南市,新營區,大宏里,2022,1417,2662,552,704
D,臺南市,新營區,王公里,2022,2210,3851,925,984
D,臺南市,新營區,新東里,2022,3606,6372,1508,1724
D,臺南市,新營區,中營里,2022,572,1067,269,239
D,臺南市,新營區,土庫里,2022,751,1381,277,196
D,臺南市,新營區,興業里,2022,905,1706,352,456
D,臺南市,新營區,南興里,2022,1179,2245,415,515
D,臺南市,新營區,民生里,2022,1467,3036,644,619
D,臺南市,新營區,新北里,2022,2363,4789,948,1110
D,臺南市,新營區,新南里,2022,2585,5092,1033,1066
D,臺南市,新營區,民榮里,2022,2447,4343,1103,923
D,臺南市,新營區,埤寮里,2022,1015,1568,384,354
D,臺南市,新營區,護鎮里,2022,828,1304,377,267
D,臺南市,新營區,太南里,2022,1055,1640,561,350
D,臺南市,新營區,太北里,2022,1127,1666,509,381
D,臺南市,新營區,南紙里,2022,1987,3512,879,880
D,臺南市,新營區,嘉芳里,2022,1068,1801,476,406
D,臺南市,新營區,姑爺里,2022,490,827,167,171
D,臺南市,新營區,五興里,2022,800,1494,365,346
D,臺南市,柳營區,士林里,2022,1021,1778,532,356
D,臺南市,柳營區,光福里,2022,946,1545,443,337
D,臺南市,柳營區,中埕里,2022,682,1103,360,205
D,臺南市,柳營區,東昇里,2022,1756,2711,889,616
D,臺南市,柳營區,八翁里,2022,736,1326,394,236
D,臺南市,柳營區,人和里,2022,447,694,227,173
D,臺南市,柳營區,太康里,2022,972,1395,494,330
D,臺南市,柳營區,重溪里,2022,971,1674,420,367
D,臺南市,柳營區,篤農里,2022,792,1216,385,336
D,臺南市,柳營區,大農里,2022,464,630,245,138
D,臺南市,柳營區,神農里,2022,723,1278,332,239
D,臺南市,柳營區,果毅里,2022,664,1131,356,160
D,臺南市,柳營區,旭山里,2022,836,1435,352,281
D,臺南市,北門區,永隆里,2022,563,807,320,89
D,臺南市,北門區,北門里,2022,555,778,309,121
D,臺南市,北門區,玉港里,2022,510,670,313,59
D,臺南市,北門區,保吉里,2022,841,1250,367,107
D,臺南市,北門區,蚵寮里,2022,861,1327,448,79
D,臺南市,北門區,雙春里,2022,235,434,173,25
D,臺南市,北門區,錦湖里,2022,634,888,449,65
D,臺南市,北門區,慈安里,2022,546,700,382,63
D,臺南市,北門區,三光里,2022,818,1129,412,78
D,臺南市,北門區,文山里,2022,646,1173,280,80
D,臺南市,學甲區,秀昌里,2022,1352,2413,616,151
D,臺南市,學甲區,明宜里,2022,1128,1820,612,142
D,臺南市,學甲區,慈福里,2022,1181,1892,606,187
D,臺南市,學甲區,仁得里,2022,2032,3677,1204,275
D,臺南市,學甲區,新達里,2022,997,1980,530,128
D,臺南市,學甲區,新榮里,2022,1458,2333,851,164
D,臺南市,學甲區,大灣里,2022,520,920,304,79
D,臺南市,學甲區,豐和里,2022,605,1130,427,62
D,臺南市,學甲區,中洲里,2022,670,1296,388,90
D,臺南市,學甲區,光華里,2022,546,1137,322,50
D,臺南市,學甲區,宅港里,2022,558,748,283,46
D,臺南市,學甲區,平和里,2022,525,957,257,28
D,臺南市,學甲區,三慶里,2022,811,1241,425,68
D,臺南市,將軍區,長榮里,2022,740,1101,370,137
D,臺南市,將軍區,西甲里,2022,1491,2260,691,321
D,臺南市,將軍區,忠嘉里,2022,1605,2359,705,318
D,臺南市,將軍區,苓仔寮里,2022,1370,1926,766,159
D,臺南市,將軍區,巷埔里,2022,665,1095,298,110
D,臺南市,將軍區,將軍里,2022,883,1447,468,179
D,臺南市,將軍區,玉山里,2022,542,830,316,54
D,臺南市,將軍區,廣山里,2022,320,599,222,50
D,臺南市,將軍區,長沙里,2022,629,1265,466,57
D,臺南市,將軍區,平沙里,2022,573,1116,408,54
D,臺南市,將軍區,鯤鯓里,2022,1120,1765,715,147
D,臺南市,將軍區,鯤溟里,2022,693,998,417,94
D,臺南市,七股區,後港里,2022,669,946,537,42
D,臺南市,七股區,大潭里,2022,465,652,207,165
D,臺南市,七股區,篤加里,2022,514,785,236,183
D,臺南市,七股區,頂山里,2022,646,806,423,74
D,臺南市,七股區,西寮里,2022,272,427,208,28
D,臺南市,七股區,塩埕里,2022,249,395,195,19
D,臺南市,七股區,中寮里,2022,296,645,106,72
D,臺南市,七股區,龍山里,2022,802,1524,404,110
D,臺南市,七股區,溪南里,2022,289,349,183,51
D,臺南市,七股區,七股里,2022,445,809,288,59
D,臺南市,七股區,玉成里,2022,423,741,218,120
D,臺南市,七股區,大埕里,2022,1446,2433,790,228
D,臺南市,七股區,樹林里,2022,951,1817,455,203
D,臺南市,七股區,竹橋里,2022,646,1131,241,146
D,臺南市,七股區,義合里,2022,1027,1814,367,110
D,臺南市,七股區,永吉里,2022,544,951,331,90
D,臺南市,七股區,三股里,2022,667,1272,209,48
D,臺南市,七股區,十份里,2022,871,1320,374,114
D,臺南市,佳里區,東寧里,2022,1281,2073,582,279
D,臺南市,佳里區,忠仁里,2022,1423,2737,697,239
D,臺南市,佳里區,鎮山里,2022,2780,5429,1195,577
D,臺南市,佳里區,安西里,2022,3199,5563,1149,717
D,臺南市,佳里區,文新里,2022,2513,4921,971,553
D,臺南市,佳里區,建南里,2022,2357,4156,1075,475
D,臺南市,佳里區,南勢里,2022,2601,4459,1193,451
D,臺南市,佳里區,六安里,2022,2081,3938,773,507
D,臺南市,佳里區,佳化里,2022,1091,2028,646,197
D,臺南市,佳里區,佳興里,2022,1330,2033,749,184
D,臺南市,佳里區,營溪里,2022,580,997,384,79
D,臺南市,佳里區,海澄里,2022,1219,2095,678,220
D,臺南市,佳里區,下營里,2022,1097,1706,552,267
D,臺南市,佳里區,塭內里,2022,1623,2636,859,231
D,臺南市,佳里區,民安里,2022,1043,1642,635,120
D,臺南市,佳里區,子龍里,2022,1182,2309,739,166
D,臺南市,西港區,西港里,2022,1637,3028,728,512
D,臺南市,西港區,慶安里,2022,2108,4084,912,673
D,臺南市,西港區,南海里、永樂里、新復里,2022,2561,4551,1207,798
D,臺南市,西港區,港東里,2022,911,1590,332,403
D,臺南市,西港區,檨林里,2022,809,1563,461,211
D,臺南市,西港區,後營里,2022,926,1449,444,370
D,臺南市,西港區,營西里,2022,753,1436,310,332
D,臺南市,西港區,金砂里,2022,455,759,299,78
D,臺南市,西港區,劉厝里,2022,908,1365,539,153
D,臺南市,西港區,竹林里,2022,880,1319,525,196
D,臺南市,下營區,下營里,2022,810,1428,490,224
D,臺南市,下營區,仁里里,2022,1205,1894,842,242
D,臺南市,下營區,宅內里,2022,1013,1514,637,259
D,臺南市,下營區,後街里,2022,879,1495,573,229
D,臺南市,下營區,新興里,2022,1251,1947,774,323
D,臺南市,下營區,營前里,2022,1269,2022,803,354
D,臺南市,下營區,大吉里,2022,814,1481,548,180
D,臺南市,下營區,茅營里,2022,1350,2058,904,300
D,臺南市,下營區,開化里,2022,1221,1737,727,317
D,臺南市,下營區,西連里,2022,568,818,351,112
D,臺南市,下營區,賀建里,2022,858,1200,647,123
D,臺南市,下營區,紅甲里,2022,1210,2076,753,249
D,臺南市,六甲區,六甲里,2022,1614,2762,777,734
D,臺南市,六甲區,甲東里,2022,1680,2531,895,704
D,臺南市,六甲區,甲南里,2022,755,1280,330,377
D,臺南市,六甲區,七甲里,2022,1041,1854,425,536
D,臺南市,六甲區,二甲里,2022,1819,3194,705,1023
D,臺南市,六甲區,水林里,2022,1150,1978,524,530
D,臺南市,六甲區,中社里,2022,1019,1522,472,445
D,臺南市,六甲區,龜港里,2022,876,1304,450,318
D,臺南市,六甲區,菁埔里,2022,486,604,185,246
D,臺南市,六甲區,王爺里,2022,480,681,225,218
D,臺南市,六甲區,大丘里,2022,394,557,168,144
D,臺南市,麻豆區,新興里,2022,1148,1797,598,121
D,臺南市,麻豆區,巷口里,2022,1215,2079,637,187
D,臺南市,麻豆區,東角里,2022,1334,2528,620,231
D,臺南市,麻豆區,晋江里,2022,1247,2364,650,194
D,臺南市,麻豆區,中興里,2022,988,1873,459,168
D,臺南市,麻豆區,興農里,2022,740,1364,374,84
D,臺南市,麻豆區,油車里,2022,1976,3374,886,208
D,臺南市,麻豆區,北勢里,2022,729,1057,383,62
D,臺南市,麻豆區,大埕里,2022,1522,2738,742,201
D,臺南市,麻豆區,清水里,2022,784,1394,408,94
D,臺南市,麻豆區,南勢里,2022,1368,2240,544,255
D,臺南市,麻豆區,寮廍里,2022,1074,1611,480,120
D,臺南市,麻豆區,埤頭里,2022,1211,2214,573,225
D,臺南市,麻豆區,海埔里,2022,1341,1990,675,135
D,臺南市,麻豆區,港尾里,2022,670,1254,300,59
D,臺南市,麻豆區,麻口里,2022,645,1114,358,62
D,臺南市,麻豆區,安業里,2022,869,1244,480,94
D,臺南市,麻豆區,謝厝寮里,2022,1180,1589,463,78
D,臺南市,麻豆區,安正里,2022,491,896,202,46
D,臺南市,麻豆區,井東里,2022,934,1628,386,115
