HSN_CD,HSN_NM,TOWN_NM,VILL_NM,year,total_vote,eligible_vote,DPP,KMT
A,臺北市,北投區,建民里,2010,2337,3189,1081,648
A,臺北市,北投區,文林里,2010,2582,3577,1179,730
A,臺北市,北投區,石牌里,2010,3226,4335,1403,976
A,臺北市,北投區,福興里,2010,4003,5513,1595,1274
A,臺北市,北投區,榮光里,2010,4019,5693,1547,1246
A,臺北市,北投區,榮華里,2010,4323,6189,1625,1296
A,臺北市,北投區,裕民里,2010,4354,6068,1647,1393
A,臺北市,北投區,振華里,2010,4428,6271,1534,1457
A,臺北市,北投區,永和里,2010,4832,7147,1754,1539
A,臺北市,北投區,永欣里,2010,4147,6136,1263,1312
A,臺北市,北投區,永明里,2010,2857,3778,979,888
A,臺北市,北投區,東華里,2010,2824,3728,977,838
A,臺北市,北投區,吉利里,2010,3907,5342,1304,1324
A,臺北市,北投區,吉慶里,2010,3073,4104,1316,978
A,臺北市,北投區,尊賢里,2010,2712,3841,1230,763
A,臺北市,北投區,立賢里,2010,3200,4405,1334,888
A,臺北市,北投區,立農里,2010,5234,7030,2109,1643
A,臺北市,北投區,八仙里,2010,3142,4411,1423,791
A,臺北市,北投區,洲美里,2010,1409,1756,707,178
A,臺北市,北投區,奇岩里,2010,5603,7773,2283,1634
A,臺北市,北投區,清江里,2010,4983,7814,2246,1435
A,臺北市,北投區,中央里,2010,4901,6839,2301,1225
A,臺北市,北投區,長安里,2010,3250,4803,1329,780
A,臺北市,北投區,大同里,2010,3516,4832,1573,964
A,臺北市,北投區,溫泉里,2010,3730,5268,1643,1049
A,臺北市,北投區,林泉里,2010,1743,2725,534,517
A,臺北市,北投區,中心里,2010,3321,5031,1247,958
A,臺北市,北投區,中庸里,2010,2604,3636,1057,591
A,臺北市,北投區,開明里,2010,3701,5182,1364,1048
A,臺北市,北投區,中和里,2010,2890,4126,1068,757
A,臺北市,北投區,智仁里,2010,3517,4931,1240,1009
A,臺北市,北投區,秀山里,2010,2072,2809,727,543
A,臺北市,北投區,文化里,2010,2565,3430,583,815
A,臺北市,北投區,豐年里,2010,2675,3547,1086,645
A,臺北市,北投區,稻香里,2010,2894,4181,1040,820
A,臺北市,北投區,桃源里,2010,3291,4526,1419,973
A,臺北市,北投區,一德里,2010,3818,5429,1711,850
A,臺北市,北投區,關渡里,2010,6365,8787,2680,1723
A,臺北市,北投區,泉源里,2010,1399,2058,662,253
A,臺北市,北投區,湖山里,2010,1238,1658,514,438
A,臺北市,北投區,大屯里,2010,765,1012,477,137
A,臺北市,北投區,湖田里,2010,778,929,290,231
A,臺北市,士林區,仁勇里,2010,2432,3322,906,876
A,臺北市,士林區,義信里,2010,1938,2737,599,900
A,臺北市,士林區,福林里,2010,1830,2611,603,598
A,臺北市,士林區,福德里,2010,2664,5055,952,881
A,臺北市,士林區,福志里,2010,4536,6244,1419,1368
A,臺北市,士林區,舊佳里,2010,3567,5092,1346,1064
A,臺北市,士林區,福佳里,2010,4578,6255,1599,1318
A,臺北市,士林區,後港里,2010,4740,6553,2001,1376
A,臺北市,士林區,福中里,2010,3957,5309,1761,1080
A,臺北市,士林區,前港里,2010,2699,3615,1180,768
A,臺北市,士林區,百齡里,2010,4397,5930,2121,1169
A,臺北市,士林區,承德里,2010,3307,4580,1229,1042
A,臺北市,士林區,福華里,2010,3861,5541,1711,1039
A,臺北市,士林區,明勝里,2010,2916,4067,1263,723
A,臺北市,士林區,福順里,2010,3043,4204,1578,395
A,臺北市,士林區,富光里,2010,3475,4852,1748,468
A,臺北市,士林區,葫蘆里,2010,4605,6132,1994,632
A,臺北市,士林區,葫東里,2010,2298,3160,1207,319
A,臺北市,士林區,社子里,2010,3660,5196,1556,384
A,臺北市,士林區,社新里,2010,5134,7007,2339,602
A,臺北市,士林區,社園里,2010,4490,5910,2006,425
A,臺北市,士林區,永倫里,2010,4481,5919,1973,444
A,臺北市,士林區,福安里,2010,3115,3978,1995,170
A,臺北市,士林區,富洲里,2010,3670,4658,2102,234
A,臺北市,士林區,岩山里,2010,2114,3093,649,625
A,臺北市,士林區,名山里,2010,4293,5908,1432,1313
A,臺北市,士林區,德行里,2010,2548,3597,1022,784
A,臺北市,士林區,德華里,2010,3333,4703,1394,888
A,臺北市,士林區,聖山里,2010,2930,4009,905,897
A,臺北市,士林區,忠誠里,2010,3169,4569,754,980
A,臺北市,士林區,芝山里,2010,4320,6092,1475,1237
A,臺北市,士林區,東山里,2010,3141,4328,912,1051
A,臺北市,士林區,三玉里,2010,3392,4724,1183,990
A,臺北市,士林區,蘭雅里,2010,4994,7077,1857,1616
A,臺北市,士林區,蘭興里,2010,3800,5311,1417,1231
A,臺北市,士林區,天福里,2010,3570,4998,1223,1044
A,臺北市,士林區,天祿里,2010,3031,4243,1179,866
A,臺北市,士林區,天壽里,2010,2861,4024,1054,806
A,臺北市,士林區,天和里,2010,4341,6250,1459,1277
A,臺北市,士林區,天山里,2010,3888,5729,1280,1137
A,臺北市,士林區,天玉里,2010,4716,6992,1598,1419
A,臺北市,士林區,天母里,2010,3818,5401,1307,1306
A,臺北市,士林區,永福里,2010,766,1147,325,289
A,臺北市,士林區,公館里,2010,806,1168,434,177
A,臺北市,士林區,新安里,2010,1237,1776,507,464
A,臺北市,士林區,陽明里,2010,1854,2630,750,614
A,臺北市,士林區,菁山里,2010,974,1391,466,359
A,臺北市,士林區,平等里,2010,965,1207,526,170
A,臺北市,士林區,溪山里,2010,1002,1234,369,291
A,臺北市,士林區,翠山里,2010,1600,2405,292,612
A,臺北市,士林區,臨溪里,2010,1732,2555,564,594
A,臺北市,內湖區,西湖里,2010,4420,6214,1670,2026
A,臺北市,內湖區,西康里,2010,4889,7021,1417,2498
A,臺北市,內湖區,西安里,2010,3728,5251,1305,1752
A,臺北市,內湖區,港墘里,2010,3434,4664,1237,1540
A,臺北市,內湖區,港都里,2010,3080,4170,1206,1352
A,臺北市,內湖區,港富里,2010,5329,7410,2114,2112
A,臺北市,內湖區,港華里,2010,4934,6774,1765,2208
A,臺北市,內湖區,內湖里,2010,3312,4659,1104,1559
A,臺北市,內湖區,湖濱里,2010,4509,6353,1318,2025
A,臺北市,內湖區,紫星里,2010,4687,6549,1799,1792
A,臺北市,內湖區,大湖里,2010,2867,4132,958,1163
A,臺北市,內湖區,金龍里,2010,3182,4522,1159,1389
A,臺北市,內湖區,金瑞里,2010,3875,5296,1412,1640
A,臺北市,內湖區,碧山里,2010,3896,5526,1372,1705
A,臺北市,內湖區,紫雲里,2010,3276,4639,887,1523
A,臺北市,內湖區,清白里,2010,4377,6247,1275,1628
A,臺北市,內湖區,葫洲里,2010,3506,5095,1032,1721
A,臺北市,內湖區,紫陽里,2010,4319,6179,1454,1923
A,臺北市,內湖區,瑞陽里,2010,4534,6378,1089,2355
A,臺北市,內湖區,瑞光里,2010,2782,3778,648,1427
A,臺北市,內湖區,五分里,2010,5173,7729,1989,2429
A,臺北市,內湖區,東湖里,2010,4458,6417,1609,2093
A,臺北市,內湖區,樂康里,2010,4587,6581,1754,2120
A,臺北市,內湖區,內溝里,2010,2607,3693,867,1349
A,臺北市,內湖區,週美里,2010,3129,4610,1414,1396
A,臺北市,內湖區,行善里,2010,3547,5214,1400,1623
A,臺北市,內湖區,石潭里,2010,1295,1911,433,694
A,臺北市,內湖區,湖興里,2010,3871,6467,1512,1616
A,臺北市,內湖區,湖元里,2010,3117,4295,1272,1289
A,臺北市,內湖區,安湖里,2010,4139,5766,1457,1974
A,臺北市,內湖區,秀湖里,2010,3384,4928,1043,1415
A,臺北市,內湖區,安泰里,2010,2932,4093,958,1533
A,臺北市,內湖區,金湖里,2010,4617,6588,1414,1889
A,臺北市,內湖區,康寧里,2010,4582,6568,1370,1997
A,臺北市,內湖區,明湖里,2010,2701,3757,979,1275
A,臺北市,內湖區,蘆洲里,2010,743,976,362,330
A,臺北市,內湖區,麗山里,2010,3059,4344,1242,1321
A,臺北市,內湖區,寶湖里,2010,3375,4984,1149,1443
A,臺北市,內湖區,南湖里,2010,2516,3592,700,1246
A,臺北市,南港區,南港里,2010,3363,5023,1145,1806
A,臺北市,南港區,中南里,2010,2191,3169,785,1227
A,臺北市,南港區,三重里,2010,2311,3229,799,1208
A,臺北市,南港區,新富里,2010,2274,3192,826,1223
A,臺北市,南港區,中研里,2010,5154,7149,1542,2897
A,臺北市,南港區,九如里,2010,3624,5069,901,2121
A,臺北市,南港區,舊莊里,2010,5131,7236,1629,2914
A,臺北市,南港區,東新里,2010,3981,5533,1436,1921
A,臺北市,南港區,重陽里,2010,2315,3247,615,1252
A,臺北市,南港區,東明里,2010,2900,4183,884,1587
A,臺北市,南港區,西新里,2010,2803,3797,1258,1255
A,臺北市,南港區,玉成里,2010,2813,3938,1159,1309
A,臺北市,南港區,合成里,2010,4028,5687,1510,2016
A,臺北市,南港區,新光里,2010,2171,3077,652,1166
A,臺北市,南港區,聯成里,2010,3090,4118,1008,1623
A,臺北市,南港區,萬福里,2010,2504,3475,770,1290
A,臺北市,南港區,鴻福里,2010,2749,3807,992,1329
A,臺北市,南港區,百福里,2010,2876,4127,1069,1440
A,臺北市,南港區,成福里,2010,3679,5292,1175,1889
A,臺北市,南港區,仁福里,2010,3102,4485,855,1352
A,臺北市,松山區,莊敬里,2010,3224,4624,1214,1546
A,臺北市,松山區,東榮里,2010,4575,6627,1668,2149
A,臺北市,松山區,三民里,2010,3757,5603,1359,1707
A,臺北市,松山區,新益里,2010,2726,3846,1111,1214
A,臺北市,松山區,富錦里,2010,2884,4230,976,1484
A,臺北市,松山區,新東里,2010,2749,4028,1084,1241
A,臺北市,松山區,富泰里,2010,2519,3778,755,1292
A,臺北市,松山區,介壽里,2010,2596,3684,1069,1087
A,臺北市,松山區,精忠里,2010,2385,3596,846,1180
A,臺北市,松山區,東光里,2010,4060,5976,1485,1937
A,臺北市,松山區,龍田里,2010,5541,8035,1265,3031
A,臺北市,松山區,東昌里,2010,1537,2225,627,681
A,臺北市,松山區,東勢里,2010,2507,3627,1052,1119
A,臺北市,松山區,中華里,2010,3416,4996,1152,1731
A,臺北市,松山區,民有里,2010,4808,7068,2155,2090
A,臺北市,松山區,民福里,2010,3726,5296,1180,1996
A,臺北市,松山區,松基里,2010,2067,3073,891,916
A,臺北市,松山區,慈祐里,2010,3593,6348,1925,1370
A,臺北市,松山區,安平里,2010,4850,6727,2877,1531
A,臺北市,松山區,鵬程里,2010,3272,4683,1020,1607
A,臺北市,松山區,自強里,2010,5609,8001,813,3422
A,臺北市,松山區,吉祥里,2010,4665,6974,1787,2271
A,臺北市,松山區,新聚里,2010,4459,6434,2101,1941
A,臺北市,松山區,復盛里,2010,3811,5334,1363,2005
A,臺北市,松山區,中正里,2010,4850,7181,2052,2229
A,臺北市,松山區,中崙里,2010,2163,3139,728,1247
A,臺北市,松山區,美仁里,2010,1869,2626,817,843
A,臺北市,松山區,吉仁里,2010,2238,3228,896,1057
A,臺北市,松山區,敦化里,2010,3968,5680,1679,1771
A,臺北市,松山區,復源里,2010,1819,2593,695,895
A,臺北市,松山區,復建里,2010,2329,3494,799,1219
A,臺北市,松山區,復勢里,2010,3500,4981,1509,1620
A,臺北市,松山區,福成里,2010,1443,2196,586,684
A,臺北市,信義區,西村里,2010,2774,5025,472,1569
A,臺北市,信義區,正和里,2010,2660,3802,674,1481
A,臺北市,信義區,興隆里,2010,1616,2480,508,843
A,臺北市,信義區,中興里,2010,1701,2679,543,859
A,臺北市,信義區,新仁里,2010,1934,2819,521,1070
A,臺北市,信義區,興雅里,2010,3273,4828,1221,1657
A,臺北市,信義區,敦厚里,2010,2743,4129,969,1452
A,臺北市,信義區,廣居里,2010,4422,6256,1401,2407
A,臺北市,信義區,安康里,2010,5165,7549,1703,2682
A,臺北市,信義區,六藝里,2010,2217,2959,1042,986
A,臺北市,信義區,雅祥里,2010,2811,3990,1269,1256
A,臺北市,信義區,五常里,2010,2139,3084,885,1034
A,臺北市,信義區,五全里,2010,3063,4248,1471,1321
A,臺北市,信義區,永吉里,2010,2418,3558,1351,905
A,臺北市,信義區,長春里,2010,2423,3461,1000,1189
A,臺北市,信義區,四育里,2010,3382,4647,1528,1473
A,臺北市,信義區,四維里,2010,3117,4519,1137,1621
A,臺北市,信義區,永春里,2010,2987,4236,1346,1256
A,臺北市,信義區,富台里,2010,2445,3548,605,1438
A,臺北市,信義區,國業里,2010,4230,5965,1490,2128
A,臺北市,信義區,松隆里,2010,1295,1970,544,585
A,臺北市,信義區,松友里,2010,3755,5389,1288,2015
A,臺北市,信義區,松光里,2010,3055,4235,1260,1413
A,臺北市,信義區,中坡里,2010,2755,3800,1170,1262
A,臺北市,信義區,中行里,2010,4603,6534,2021,2008
A,臺北市,信義區,大道里,2010,3698,5305,1598,1622
A,臺北市,信義區,大仁里,2010,2686,3601,1139,1208
A,臺北市,信義區,景新里,2010,2741,4176,842,1389
A,臺北市,信義區,惠安里,2010,3810,5404,1051,2054
A,臺北市,信義區,三張里,2010,5195,7447,1579,2766
A,臺北市,信義區,三犁里,2010,2870,4243,874,1453
A,臺北市,信義區,六合里,2010,3785,5703,918,1994
A,臺北市,信義區,泰和里,2010,4519,6563,1449,2234
A,臺北市,信義區,景聯里,2010,2691,3855,947,1335
A,臺北市,信義區,景勤里,2010,2496,3531,787,1360
A,臺北市,信義區,雙和里,2010,4217,5927,1350,2152
A,臺北市,信義區,嘉興里,2010,2001,2781,765,961
A,臺北市,信義區,黎順里,2010,2192,3280,790,1124
A,臺北市,信義區,黎平里,2010,4095,5865,1439,2086
A,臺北市,信義區,黎忠里,2010,2716,3940,996,1382
A,臺北市,信義區,黎安里,2010,1391,2025,289,1008
A,臺北市,中山區,正守里,2010,1852,2591,833,904
A,臺北市,中山區,正義里,2010,2413,3977,994,1128
A,臺北市,中山區,正得里,2010,1871,2890,792,957
A,臺北市,中山區,民安里,2010,2802,4091,1368,1160
A,臺北市,中山區,康樂里,2010,1274,2023,538,635
A,臺北市,中山區,中山里,2010,2983,4733,1346,1358
A,臺北市,中山區,聚盛里,2010,2030,3267,841,1017
A,臺北市,中山區,集英里,2010,3550,5273,1810,1490
A,臺北市,中山區,聚葉里,2010,2062,3181,931,934
A,臺北市,中山區,恆安里,2010,2126,3369,947,990
A,臺北市,中山區,晴光里,2010,2481,4086,1096,1211
A,臺北市,中山區,圓山里,2010,2167,3311,945,1066
A,臺北市,中山區,新庄里,2010,2895,4057,1370,1127
A,臺北市,中山區,劍潭里,2010,2245,3183,292,1802
A,臺北市,中山區,大直里,2010,5337,7586,1961,3093
A,臺北市,中山區,成功里,2010,2923,4450,1184,1579
A,臺北市,中山區,永安里,2010,5002,7210,2009,2728
A,臺北市,中山區,大佳里,2010,651,958,270,199
A,臺北市,中山區,金泰里,2010,3535,5174,1371,1952
A,臺北市,中山區,北安里,2010,1574,2172,501,973
A,臺北市,中山區,新喜里,2010,2981,4227,1429,1207
A,臺北市,中山區,新福里,2010,2897,4209,1351,1070
A,臺北市,中山區,松江里,2010,3679,5105,1694,1545
A,臺北市,中山區,新生里,2010,2973,4121,1317,799
A,臺北市,中山區,中庄里,2010,2941,4275,1458,1040
A,臺北市,中山區,行政里,2010,3329,6375,1530,1417
A,臺北市,中山區,行仁里,2010,4737,6709,1575,1659
A,臺北市,中山區,行孝里,2010,2393,3361,1005,968
A,臺北市,中山區,下埤里,2010,4345,6141,1878,1856
A,臺北市,中山區,江寧里,2010,3778,5511,1613,1789
A,臺北市,中山區,江山里,2010,4300,6211,2056,1900
A,臺北市,中山區,中吉里,2010,3093,4428,1631,1208
A,臺北市,中山區,中原里,2010,2828,4055,1388,1122
A,臺北市,中山區,興亞里,2010,2744,4188,1298,1177
A,臺北市,中山區,中央里,2010,2141,2979,886,1035
A,臺北市,中山區,朱馥里,2010,3353,4888,1402,1626
A,臺北市,中山區,龍洲里,2010,3082,4286,656,1917
A,臺北市,中山區,朱園里,2010,2273,3439,1037,1102
A,臺北市,中山區,埤頭里,2010,1998,2917,892,1025
A,臺北市,中山區,朱崙里,2010,1629,2484,807,736
A,臺北市,中山區,力行里,2010,3240,4730,1567,1504
A,臺北市,中山區,復華里,2010,2357,3565,824,1333
A,臺北市,大同區,玉泉里,2010,1701,2519,815,798
A,臺北市,大同區,建明里,2010,1887,2810,1021,790
A,臺北市,大同區,建功里,2010,2575,3824,1424,1045
A,臺北市,大同區,建泰里,2010,2081,2974,1173,794
A,臺北市,大同區,永樂里,2010,3114,4457,1661,1303
A,臺北市,大同區,朝陽里,2010,2317,3425,1244,944
A,臺北市,大同區,星明里,2010,2884,4281,1515,1193
A,臺北市,大同區,光能里,2010,3068,4043,1732,1223
A,臺北市,大同區,大有里,2010,2964,4051,1556,1237
A,臺北市,大同區,延平里,2010,2201,3273,1098,966
A,臺北市,大同區,雙連里,2010,5362,7573,2973,2087
A,臺北市,大同區,南芳里,2010,2249,3152,1167,937
A,臺北市,大同區,民權里,2010,3310,4766,1610,1514
A,臺北市,大同區,景星里,2010,1704,2394,896,635
A,臺北市,大同區,隆和里,2010,1821,2509,997,656
A,臺北市,大同區,蓬萊里,2010,2798,3847,1485,1103
A,臺北市,大同區,國順里,2010,1831,2566,1124,577
A,臺北市,大同區,國慶里,2010,2398,3398,1223,1015
A,臺北市,大同區,揚雅里,2010,1973,3455,1117,766
A,臺北市,大同區,斯文里,2010,3170,4423,1740,1241
A,臺北市,大同區,鄰江里,2010,3962,5294,2313,1456
A,臺北市,大同區,至聖里,2010,4415,6239,2450,1704
A,臺北市,大同區,老師里,2010,3427,4659,1934,1329
A,臺北市,大同區,重慶里,2010,3784,5111,1805,1728
A,臺北市,大同區,保安里,2010,2586,3400,1509,957
A,臺北市,中正區,水源里,2010,1677,2508,666,759
A,臺北市,中正區,富水里,2010,1587,2351,288,1021
A,臺北市,中正區,文盛里,2010,1504,2198,559,704
A,臺北市,中正區,林興里,2010,2640,3851,770,1454
A,臺北市,中正區,河堤里,2010,2501,3731,745,1284
A,臺北市,中正區,頂東里,2010,3467,4963,1156,1699
A,臺北市,中正區,網溪里,2010,3284,4602,1076,1663
A,臺北市,中正區,板溪里,2010,1956,2813,668,955
A,臺北市,中正區,螢圃里,2010,3328,4533,1111,1690
A,臺北市,中正區,螢雪里,2010,2724,3726,928,1362
A,臺北市,中正區,永功里,2010,3516,5077,1411,1545
A,臺北市,中正區,永昌里,2010,3016,4260,1054,1418
A,臺北市,中正區,龍興里,2010,2155,3064,768,1020
A,臺北市,中正區,忠勤里,2010,3741,5627,1131,1832
A,臺北市,中正區,廈安里,2010,2120,3077,719,1014
A,臺北市,中正區,愛國里,2010,1882,2590,722,891
A,臺北市,中正區,南門里,2010,1472,2130,380,849
A,臺北市,中正區,龍光里,2010,1803,2715,529,945
A,臺北市,中正區,南福里,2010,5070,7363,1724,2464
A,臺北市,中正區,龍福里,2010,3338,5956,1104,1645
A,臺北市,中正區,新營里,2010,4597,6653,1161,2457
A,臺北市,中正區,建國里,2010,722,1067,196,412
A,臺北市,中正區,光復里,2010,2012,3042,686,999
A,臺北市,中正區,黎明里,2010,1515,2480,441,808
A,臺北市,中正區,梅花里,2010,1776,2647,643,859
A,臺北市,中正區,幸福里,2010,2453,3680,839,1224
A,臺北市,中正區,幸市里,2010,2439,3614,940,1126
A,臺北市,中正區,東門里,2010,2366,3425,669,1208
A,臺北市,中正區,文北里,2010,2861,4308,997,1418
A,臺北市,中正區,文祥里,2010,4026,5894,1308,1991
A,臺北市,中正區,三愛里,2010,4390,6449,1579,2034
A,臺北市,萬華區,福星里,2010,2970,4462,1009,1521
A,臺北市,萬華區,萬壽里,2010,1718,2852,597,852
A,臺北市,萬華區,西門里,2010,2015,3285,659,1033
A,臺北市,萬華區,新起里,2010,3738,5585,1615,1554
A,臺北市,萬華區,菜園里,2010,3457,4943,1686,1293
A,臺北市,萬華區,青山里,2010,3347,4848,1551,1291
A,臺北市,萬華區,富民里,2010,3145,4409,1507,959
A,臺北市,萬華區,福音里,2010,2091,2946,1014,811
A,臺北市,萬華區,仁德里,2010,2586,3554,1186,1018
A,臺北市,萬華區,富福里,2010,2809,5076,1477,966
A,臺北市,萬華區,柳鄉里,2010,3244,4493,1644,1135
A,臺北市,萬華區,華江里,2010,4874,6971,2050,2000
A,臺北市,萬華區,糖里,2010,3202,4690,1487,1234
A,臺北市,萬華區,綠堤里,2010,2618,3748,1040,1175
A,臺北市,萬華區,頂碩里,2010,4736,6392,2475,1635
A,臺北市,萬華區,雙園里,2010,2610,3782,1275,933
A,臺北市,萬華區,和平里,2010,4353,5986,2253,1430
A,臺北市,萬華區,和德里,2010,4114,5911,1610,1614
A,臺北市,萬華區,全德里,2010,2502,3500,938,1128
A,臺北市,萬華區,日善里,2010,2267,3131,1000,889
A,臺北市,萬華區,壽德里,2010,3126,4320,1277,1245
A,臺北市,萬華區,忠德里,2010,2724,3693,1245,982
A,臺北市,萬華區,錦德里,2010,3265,4511,1299,1243
A,臺北市,萬華區,銘德里,2010,2812,3888,1004,1047
A,臺北市,萬華區,孝德里,2010,2038,2700,878,692
A,臺北市,萬華區,保德里,2010,1785,2393,703,750
A,臺北市,萬華區,榮德里,2010,2420,3126,649,832
A,臺北市,萬華區,華中里,2010,3742,5109,1410,1252
A,臺北市,萬華區,興德里,2010,2783,3879,1144,1043
A,臺北市,萬華區,日祥里,2010,3436,4697,935,1879
A,臺北市,萬華區,忠貞里,2010,3144,4277,621,1870
A,臺北市,萬華區,新忠里,2010,1792,2604,241,1293
A,臺北市,萬華區,新和里,2010,4830,6590,839,3133
A,臺北市,萬華區,新安里,2010,3717,5369,1019,2064
A,臺北市,萬華區,凌霄里,2010,2410,3315,494,1314
A,臺北市,萬華區,騰雲里,2010,1929,2550,481,1071
A,臺北市,大安區,德安里,2010,3021,4681,932,1689
A,臺北市,大安區,仁慈里,2010,2764,4155,854,1399
A,臺北市,大安區,和安里,2010,3556,5356,993,2013
A,臺北市,大安區,民炤里,2010,4327,6509,1530,2139
A,臺北市,大安區,仁愛里,2010,2725,4588,878,1514
A,臺北市,大安區,義村里,2010,3361,5162,690,2181
A,臺北市,大安區,民輝里,2010,3666,5630,1179,2014
A,臺北市,大安區,昌隆里,2010,1812,2718,674,878
A,臺北市,大安區,誠安里,2010,2494,3608,822,1304
A,臺北市,大安區,光武里,2010,4173,6499,1328,2311
A,臺北市,大安區,龍坡里,2010,3174,4791,930,1775
A,臺北市,大安區,龍泉里,2010,2473,3717,848,1305
A,臺北市,大安區,古風里,2010,2388,3447,739,1302
A,臺北市,大安區,古莊里,2010,3632,5467,1163,2005
A,臺北市,大安區,龍安里,2010,3196,5973,1026,1623
A,臺北市,大安區,錦安里,2010,3016,4446,903,1674
A,臺北市,大安區,福住里,2010,3094,4672,1039,1672
A,臺北市,大安區,永康里,2010,1949,2841,584,1113
A,臺北市,大安區,光明里,2010,1995,2985,585,1200
A,臺北市,大安區,錦泰里,2010,2492,3620,611,1575
A,臺北市,大安區,錦華里,2010,2922,4228,865,1712
A,臺北市,大安區,龍圖里,2010,3684,5494,1015,2009
A,臺北市,大安區,新龍里,2010,3552,5290,708,2244
A,臺北市,大安區,龍陣里,2010,2041,2937,612,1099
A,臺北市,大安區,龍雲里,2010,2786,4020,921,1491
A,臺北市,大安區,龍生里,2010,3607,5128,972,2081
A,臺北市,大安區,住安里,2010,2886,4321,851,1462
A,臺北市,大安區,義安里,2010,2884,4450,798,1685
A,臺北市,大安區,通化里,2010,3543,5071,1298,1875
A,臺北市,大安區,通安里,2010,3161,4638,1057,1687
A,臺北市,大安區,臨江里,2010,2450,3395,790,1421
A,臺北市,大安區,法治里,2010,2516,3745,691,1486
A,臺北市,大安區,全安里,2010,2422,3694,677,1434
A,臺北市,大安區,群賢里,2010,3252,4991,854,1918
A,臺北市,大安區,群英里,2010,4076,5886,610,2805
A,臺北市,大安區,虎嘯里,2010,1946,3013,477,1184
A,臺北市,大安區,臥龍里,2010,1080,1626,263,647
A,臺北市,大安區,龍淵里,2010,4876,7047,1495,2700
A,臺北市,大安區,龍門里,2010,2312,3421,772,1199
A,臺北市,大安區,大學里,2010,4506,6679,1402,2514
A,臺北市,大安區,芳和里,2010,3565,5219,1041,2034
A,臺北市,大安區,黎元里,2010,3390,4568,1019,1840
A,臺北市,大安區,黎孝里,2010,4495,6268,1279,2584
A,臺北市,大安區,黎和里,2010,2668,3892,677,1631
A,臺北市,大安區,建安里,2010,2626,4143,734,1518
A,臺北市,大安區,建倫里,2010,3195,5063,927,1807
A,臺北市,大安區,敦安里,2010,3205,4979,1056,1733
A,臺北市,大安區,正聲里,2010,2524,4010,671,1494
A,臺北市,大安區,敦煌里,2010,3174,4880,985,1766
A,臺北市,大安區,華聲里,2010,2328,3557,674,1333
A,臺北市,大安區,車層里,2010,3442,5321,1129,1889
A,臺北市,大安區,光信里,2010,4169,6310,1180,2478
A,臺北市,大安區,學府里,2010,1788,2753,431,1174
A,臺北市,文山區,景行里,2010,3506,4976,1207,1859
A,臺北市,文山區,景東里,2010,3790,5532,881,2345
A,臺北市,文山區,景美里,2010,2905,3994,832,1632
A,臺北市,文山區,景慶里,2010,3812,5370,1132,2154
A,臺北市,文山區,景仁里,2010,2623,3689,696,1582
A,臺北市,文山區,景華里,2010,3357,4679,938,1947
A,臺北市,文山區,萬有里,2010,2940,4035,826,1739
A,臺北市,文山區,萬祥里,2010,2647,3777,787,1506
A,臺北市,文山區,萬隆里,2010,4207,5816,1109,2520
A,臺北市,文山區,萬年里,2010,3142,4490,965,1745
A,臺北市,文山區,萬和里,2010,1096,1551,266,669
A,臺北市,文山區,萬盛里,2010,2620,3875,667,1575
A,臺北市,文山區,興豐里,2010,2751,3791,735,1647
A,臺北市,文山區,興邦里,2010,2596,3684,578,1635
A,臺北市,文山區,興光里,2010,1844,2736,470,1093
A,臺北市,文山區,興家里,2010,4284,6085,1030,2631
A,臺北市,文山區,興得里,2010,3334,4874,826,2098
A,臺北市,文山區,興業里,2010,3115,4466,647,1948
A,臺北市,文山區,興安里,2010,3785,5240,879,2349
A,臺北市,文山區,興福里,2010,3465,4698,997,2003
A,臺北市,文山區,興旺里,2010,4204,6139,872,2603
A,臺北市,文山區,興泰里,2010,2178,3085,533,1314
A,臺北市,文山區,興昌里,2010,3651,5381,811,2202
A,臺北市,文山區,試院里,2010,3969,5441,851,2535
A,臺北市,文山區,華興里,2010,4731,6714,1117,2819
A,臺北市,文山區,明義里,2010,2351,3665,522,1547
A,臺北市,文山區,明興里,2010,3897,5556,926,2390
A,臺北市,文山區,木柵里,2010,4851,6668,1089,3095
A,臺北市,文山區,木新里,2010,4820,7702,1590,2730
A,臺北市,文山區,順興里,2010,4161,5688,1222,2385
A,臺北市,文山區,忠順里,2010,2212,3114,429,1433
A,臺北市,文山區,樟林里,2010,4779,6655,1170,2832
A,臺北市,文山區,樟新里,2010,2988,4258,766,1750
A,臺北市,文山區,樟文里,2010,3629,5042,1075,2102
A,臺北市,文山區,樟腳里,2010,3039,4191,888,1759
A,臺北市,文山區,樟樹里,2010,2696,3766,785,1551
A,臺北市,文山區,萬芳里,2010,4380,6300,964,2700
A,臺北市,文山區,萬美里,2010,3793,5785,911,2131
A,臺北市,文山區,博嘉里,2010,3000,4169,847,1841
A,臺北市,文山區,萬興里,2010,4389,6272,1289,2581
A,臺北市,文山區,政大里,2010,3054,4392,771,1909
A,臺北市,文山區,指南里,2010,1865,2549,688,1013
A,臺北市,文山區,老泉里,2010,523,710,237,254
A,臺北市,北投區,建民里,2014,2585,3619,1069,623
A,臺北市,北投區,文林里,2014,2607,3610,1154,531
A,臺北市,北投區,石牌里,2014,3323,4614,1395,706
A,臺北市,北投區,福興里,2014,4106,5780,1634,802
A,臺北市,北投區,榮光里,2014,4265,5985,1674,880
A,臺北市,北投區,榮華里,2014,4510,6391,1709,1050
