TOWN_NM,VILL_NM,DPP,KMT,total_vote,eligible_vote,HSN_NM,year
　後壁區,嘉苳里,538,288,871,1227,臺南市,2020
　後壁區,土溝里,586,297,925,1279,臺南市,2020
　後壁區,上茄苳里,1055,444,1560,2140,臺南市,2020
　後壁區,菁豐里,465,334,840,1167,臺南市,2020
　後壁區,菁寮里,576,370,1012,1419,臺南市,2020
　後壁區,新嘉里,431,223,679,964,臺南市,2020
　後壁區,長短樹里,736,554,1387,1917,臺南市,2020
　後壁區,竹新里,661,260,976,1335,臺南市,2020
　後壁區,新東里,595,462,1117,1591,臺南市,2020
　後壁區,頂安里,467,373,901,1211,臺南市,2020
　後壁區,長安里,469,372,873,1211,臺南市,2020
　後壁區,福安里,723,425,1226,1730,臺南市,2020
　東山區,東山里,475,383,908,1350,臺南市,2020
　東山區,東中里,957,667,1716,2418,臺南市,2020
　東山區,東正里,529,330,907,1389,臺南市,2020
　東山區,大客里,385,245,669,1063,臺南市,2020
　東山區,三榮里,364,191,593,906,臺南市,2020
　東山區,科里里,481,308,813,1213,臺南市,2020
　東山區,東河里,369,175,578,837,臺南市,2020
　東山區,聖賢里,716,497,1293,1824,臺南市,2020
　東山區,南溪里,104,134,243,402,臺南市,2020
　東山區,水雲里,135,65,214,376,臺南市,2020
　東山區,林安里,155,70,233,360,臺南市,2020
　東山區,東原里,744,529,1313,2040,臺南市,2020
　東山區,嶺南里,225,148,384,636,臺南市,2020
　東山區,南勢里,313,281,633,1063,臺南市,2020
　東山區,青山里,313,331,682,1031,臺南市,2020
　東山區,高原里,241,339,612,879,臺南市,2020
　下營區,下營里,588,443,1083,1497,臺南市,2020
　下營區,仁里里,783,469,1337,1914,臺南市,2020
　下營區,宅內里,587,460,1120,1569,臺南市,2020
　下營區,後街里,598,446,1112,1528,臺南市,2020
　下營區,新興里,733,472,1307,1883,臺南市,2020
　下營區,營前里,838,539,1463,2026,臺南市,2020
　下營區,大吉里,672,369,1098,1534,臺南市,2020
　下營區,茅營里,1079,409,1595,2152,臺南市,2020
　下營區,開化里,901,359,1337,1826,臺南市,2020
　下營區,西連里,457,143,639,857,臺南市,2020
　下營區,賀建里,524,293,866,1254,臺南市,2020
　下營區,紅甲里,1049,425,1572,2172,臺南市,2020
　六甲區,六甲里,1308,632,2081,2801,臺南市,2020
　六甲區,甲東里,1179,535,1816,2596,臺南市,2020
　六甲區,甲南里,574,302,931,1285,臺南市,2020
　六甲區,七甲里,826,364,1267,1838,臺南市,2020
　六甲區,二甲里,1513,684,2317,3208,臺南市,2020
　六甲區,水林里,924,457,1456,2032,臺南市,2020
　六甲區,中社里,685,377,1125,1559,臺南市,2020
　六甲區,龜港里,501,306,853,1143,臺南市,2020
　六甲區,菁埔里,270,128,422,578,臺南市,2020
　六甲區,王爺里,287,167,469,719,臺南市,2020
　六甲區,大丘里,198,164,368,604,臺南市,2020
　學甲區,秀昌里,1133,518,1761,2380,臺南市,2020
　學甲區,明宜里,886,368,1350,1855,臺南市,2020
　學甲區,慈福里,827,491,1405,1930,臺南市,2020
　學甲區,仁得里,1731,825,2763,3713,臺南市,2020
　學甲區,新達里,880,449,1434,2061,臺南市,2020
　學甲區,新榮里,1027,442,1565,2150,臺南市,2020
　學甲區,大灣里,419,204,663,937,臺南市,2020
　學甲區,豐和里,611,177,840,1177,臺南市,2020
　學甲區,中洲里,611,273,943,1356,臺南市,2020
　學甲區,光華里,545,184,773,1180,臺南市,2020
　學甲區,宅港里,350,153,526,780,臺南市,2020
　學甲區,平和里,527,156,719,1014,臺南市,2020
　學甲區,三慶里,548,339,922,1341,臺南市,2020
　將軍區,長榮里,517,230,797,1075,臺南市,2020
　將軍區,西甲里,1050,562,1678,2331,臺南市,2020
　將軍區,忠嘉里,1096,494,1676,2384,臺南市,2020
　將軍區,苓仔寮里,904,366,1385,1955,臺南市,2020
　將軍區,巷埔里,620,157,805,1164,臺南市,2020
　將軍區,將軍里,697,317,1068,1552,臺南市,2020
　將軍區,玉山里,391,117,535,826,臺南市,2020
　將軍區,廣山里,235,130,375,620,臺南市,2020
　將軍區,長沙里,535,297,862,1301,臺南市,2020
　將軍區,平沙里,496,244,763,1126,臺南市,2020
　將軍區,鯤鯓里,899,321,1264,1845,臺南市,2020
　將軍區,鯤溟里,416,144,587,942,臺南市,2020
　北門區,永隆里,303,221,557,843,臺南市,2020
　北門區,北門里,308,205,541,812,臺南市,2020
　北門區,玉港里,324,134,482,713,臺南市,2020
　北門區,保吉里,498,302,869,1295,臺南市,2020
　北門區,蚵寮里,590,252,905,1423,臺南市,2020
　北門區,雙春里,165,113,299,446,臺南市,2020
　北門區,錦湖里,312,216,570,912,臺南市,2020
　北門區,慈安里,289,157,474,724,臺南市,2020
　北門區,三光里,571,184,794,1149,臺南市,2020
　北門區,文山里,566,228,833,1227,臺南市,2020
　麻豆區,新興里,949,438,1393,1803,臺南市,2020
　麻豆區,巷口里,1017,534,1563,2057,臺南市,2020
　麻豆區,東角里,1214,679,1899,2487,臺南市,2020
　麻豆區,晋江里,1282,507,1799,2403,臺南市,2020
　麻豆區,中興里,926,481,1417,1914,臺南市,2020
　麻豆區,興農里,828,278,1112,1439,臺南市,2020
　麻豆區,油車里,1896,767,2684,3389,臺南市,2020
　麻豆區,北勢里,619,193,817,1085,臺南市,2020
　麻豆區,大埕里,1376,688,2077,2723,臺南市,2020
　麻豆區,清水里,728,379,1114,1432,臺南市,2020
　麻豆區,南勢里,980,696,1689,2242,臺南市,2020
　麻豆區,寮廍里,885,319,1211,1578,臺南市,2020
　麻豆區,埤頭里,1248,429,1685,2247,臺南市,2020
　麻豆區,海埔里,979,549,1543,2049,臺南市,2020
　麻豆區,港尾里,526,355,889,1194,臺南市,2020
　麻豆區,麻口里,489,350,842,1071,臺南市,2020
　麻豆區,安業里,716,275,997,1282,臺南市,2020
　麻豆區,謝厝寮里,900,345,1258,1622,臺南市,2020
　麻豆區,安正里,472,194,667,919,臺南市,2020
　麻豆區,井東里,896,399,1303,1692,臺南市,2020
　官田區,官田里,891,530,1435,1971,臺南市,2020
　官田區,二鎮里,1645,629,2285,3015,臺南市,2020
　官田區,烏山頭里,630,247,880,1200,臺南市,2020
　官田區,大崎里,139,128,269,394,臺南市,2020
　官田區,隆田里,846,528,1379,1905,臺南市,2020
　官田區,隆本里,1425,994,2444,3296,臺南市,2020
　官田區,南廍里,552,303,866,1190,臺南市,2020
　官田區,東西庄里,1191,172,1372,1827,臺南市,2020
　官田區,渡拔里,1226,647,1888,2451,臺南市,2020
　官田區,社子里,467,146,618,839,臺南市,2020
　大內區,石湖里,456,225,685,973,臺南市,2020
　大內區,石林里,330,114,448,619,臺南市,2020
　大內區,石城里,702,307,1018,1398,臺南市,2020
　大內區,內江里,363,288,654,898,臺南市,2020
　大內區,大內里,346,229,580,756,臺南市,2020
　大內區,內郭里,292,145,439,605,臺南市,2020
　大內區,頭社里,438,237,677,971,臺南市,2020
　大內區,環湖里,246,259,507,710,臺南市,2020
　大內區,二溪里,363,243,610,823,臺南市,2020
　大內區,曲溪里,288,130,420,557,臺南市,2020
　佳里區,東寧里,1066,575,1652,2201,臺南市,2020
　佳里區,忠仁里,1281,750,2039,2756,臺南市,2020
　佳里區,鎮山里,2676,1377,4070,5426,臺南市,2020
　佳里區,安西里,2735,1498,4264,5705,臺南市,2020
　佳里區,文新里,2250,1364,3647,4891,臺南市,2020
　佳里區,建南里,1839,1116,2966,4073,臺南市,2020
　佳里區,南勢里,2039,1105,3159,4258,臺南市,2020
　佳里區,六安里,1752,1121,2891,3911,臺南市,2020
　佳里區,佳化里,1021,486,1517,2073,臺南市,2020
　佳里區,佳興里,1058,487,1550,2052,臺南市,2020
　佳里區,營溪里,448,305,760,1047,臺南市,2020
　佳里區,海澄里,940,596,1540,2115,臺南市,2020
　佳里區,下營里,890,435,1331,1782,臺南市,2020
　佳里區,塭內里,1330,638,1979,2714,臺南市,2020
　佳里區,民安里,806,363,1175,1537,臺南市,2020
　佳里區,子龍里,1150,574,1739,2324,臺南市,2020
　西港區,西港里,1556,722,2295,3039,臺南市,2020
　西港區,慶安里,1968,1097,3085,4148,臺南市,2020
　西港區,南海里,1250,480,1737,2326,臺南市,2020
　西港區,港東里,726,427,1162,1572,臺南市,2020
　西港區,檨林里,784,359,1157,1576,臺南市,2020
　西港區,後營里,653,329,989,1397,臺南市,2020
　西港區,營西里,635,365,1008,1430,臺南市,2020
　西港區,金砂里,381,201,585,744,臺南市,2020
　西港區,劉厝里,608,332,945,1264,臺南市,2020
　西港區,竹林里,646,356,1012,1330,臺南市,2020
　西港區,永樂里,702,270,978,1309,臺南市,2020
　西港區,新復里,277,316,593,779,臺南市,2020
　七股區,後港里,540,216,758,991,臺南市,2020
　七股區,大潭里,287,145,436,648,臺南市,2020
　七股區,篤加里,330,214,548,805,臺南市,2020
　七股區,頂山里,330,184,523,771,臺南市,2020
　七股區,西寮里,181,137,318,463,臺南市,2020
　七股區,塩埕里,196,84,283,409,臺南市,2020
　七股區,中寮里,261,154,418,670,臺南市,2020
　七股區,龍山里,692,421,1121,1560,臺南市,2020
　七股區,溪南里,122,133,259,340,臺南市,2020
　七股區,七股里,435,213,653,871,臺南市,2020
　七股區,玉成里,354,187,544,752,臺南市,2020
　七股區,大埕里,1188,549,1750,2499,臺南市,2020
　七股區,樹林里,891,416,1328,1843,臺南市,2020
　七股區,竹橋里,590,322,919,1204,臺南市,2020
　七股區,義合里,830,492,1335,1805,臺南市,2020
　七股區,永吉里,434,240,682,959,臺南市,2020
　七股區,三股里,544,336,888,1311,臺南市,2020
　七股區,十份里,472,380,859,1327,臺南市,2020
　善化區,東關里,508,275,791,1101,臺南市,2020
　善化區,坐駕里,1819,988,2838,3760,臺南市,2020
　善化區,光文里,2471,1391,3891,5148,臺南市,2020
　善化區,文昌里,1163,709,1894,2600,臺南市,2020
　善化區,南關里,929,379,1321,1732,臺南市,2020
　善化區,頂街里,503,330,844,1095,臺南市,2020
　善化區,文正里,761,395,1166,1531,臺南市,2020
　善化區,胡家里,659,215,879,1206,臺南市,2020
　善化區,胡厝里,1001,455,1469,1939,臺南市,2020
　善化區,什乃里,674,253,935,1210,臺南市,2020
　善化區,溪美里,896,461,1368,1841,臺南市,2020
　善化區,六分里,372,158,538,697,臺南市,2020
　善化區,六德里,488,271,764,1038,臺南市,2020
　善化區,田寮里,830,392,1227,1650,臺南市,2020
　善化區,昌隆里,954,379,1340,1916,臺南市,2020
　善化區,牛庄里,803,361,1169,1591,臺南市,2020
　善化區,嘉北里,793,341,1140,1488,臺南市,2020
　善化區,嘉南里,536,228,770,1067,臺南市,2020
　善化區,小新里,2045,1087,3157,4216,臺南市,2020
　善化區,蓮潭里,1577,420,2010,2589,臺南市,2020
　安定區,蘇林里,1012,538,1570,2050,臺南市,2020
　安定區,蘇厝里,997,433,1445,1947,臺南市,2020
　安定區,安定里,698,313,1022,1370,臺南市,2020
　安定區,安加里,1022,466,1501,2078,臺南市,2020
　安定區,港尾里,650,436,1095,1456,臺南市,2020
　安定區,中榮里,887,321,1219,1606,臺南市,2020
　安定區,港口里,1316,761,2101,2813,臺南市,2020
　安定區,港南里,1276,662,1953,2561,臺南市,2020
　安定區,嘉同里,1127,584,1725,2287,臺南市,2020
　安定區,中沙里,306,253,562,704,臺南市,2020
　安定區,新吉里,1247,537,1795,2390,臺南市,2020
　安定區,海寮里,1163,692,1866,2500,臺南市,2020
　安定區,文科里,839,316,1171,1533,臺南市,2020
　山上區,明和里,785,376,1168,1648,臺南市,2020
　山上區,南洲里,657,396,1068,1486,臺南市,2020
　山上區,山上里,389,259,657,939,臺南市,2020
　山上區,新莊里,453,217,677,913,臺南市,2020
　山上區,玉峯里,222,144,368,531,臺南市,2020
　山上區,平陽里,134,144,280,368,臺南市,2020
　山上區,豐德里,168,96,265,376,臺南市,2020
　玉井區,玉井里,425,418,847,1199,臺南市,2020
　玉井區,玉田里,1244,1220,2478,3529,臺南市,2020
　玉井區,中正里,438,363,806,1165,臺南市,2020
　玉井區,竹圍里,469,459,938,1374,臺南市,2020
　玉井區,沙田里,156,178,334,478,臺南市,2020
　玉井區,三埔里,148,180,333,480,臺南市,2020
　玉井區,三和里,281,254,540,733,臺南市,2020
　玉井區,望明里,499,439,953,1383,臺南市,2020
　玉井區,層林里,206,206,413,591,臺南市,2020
　玉井區,豐里里,295,326,625,925,臺南市,2020
　楠西區,楠西里,517,679,1206,1771,臺南市,2020
　楠西區,灣丘里,332,387,724,1095,臺南市,2020
　楠西區,密枝里,158,287,446,674,臺南市,2020
　楠西區,照興里,292,333,630,945,臺南市,2020
　楠西區,鹿田里,241,361,610,871,臺南市,2020
　楠西區,龜丹里,210,249,467,645,臺南市,2020
　楠西區,東勢里,698,826,1537,2161,臺南市,2020
　南化區,南化里,555,431,994,1338,臺南市,2020
　南化區,小崙里,270,231,503,777,臺南市,2020
　南化區,東和里,251,180,433,620,臺南市,2020
　南化區,西埔里,262,230,499,753,臺南市,2020
　南化區,中坑里,147,143,290,401,臺南市,2020
　南化區,北平里,205,167,374,539,臺南市,2020
　南化區,北寮里,400,377,784,1130,臺南市,2020
　南化區,玉山里,391,325,718,1027,臺南市,2020
　南化區,關山里,288,248,543,908,臺南市,2020
　左鎮區,光和里,125,117,246,385,臺南市,2020
　左鎮區,榮和里,278,151,430,600,臺南市,2020
　左鎮區,左鎮里,206,111,323,462,臺南市,2020
　左鎮區,中正里,248,212,464,715,臺南市,2020
　左鎮區,睦光里,115,111,228,323,臺南市,2020
　左鎮區,內庄里,123,137,264,386,臺南市,2020
　左鎮區,岡林里,176,83,261,400,臺南市,2020
　左鎮區,草山里,94,77,173,291,臺南市,2020
　左鎮區,二寮里,104,32,138,178,臺南市,2020
　左鎮區,澄山里,214,87,306,490,臺南市,2020
　北區,開元里,1509,876,2478,3337,臺南市,2020
　北區,元寶里,1743,838,2723,3836,臺南市,2020
　北區,合興里,1616,820,2554,3377,臺南市,2020
　北區,力行里,1061,633,1764,2356,臺南市,2020
　北區,重興里,778,539,1385,1806,臺南市,2020
　北區,東興里,783,635,1483,1930,臺南市,2020
　北區,長勝里,1167,1442,2736,3803,臺南市,2020
　北區,振興里,739,610,1393,1886,臺南市,2020
　北區,仁愛里,902,549,1526,1994,臺南市,2020
　北區,中樓里,636,360,1031,1424,臺南市,2020
　北區,永祥里,1383,778,2234,2978,臺南市,2020
　北區,北門里,2388,1290,3819,5137,臺南市,2020
　北區,大光里,1555,1764,3438,4710,臺南市,2020
　北區,大興里,1277,730,2088,2925,臺南市,2020
　北區,公園里,689,503,1236,1769,臺南市,2020
　北區,北華里,1770,715,2561,4013,臺南市,2020
　北區,長興里,1324,592,1975,2692,臺南市,2020
　北區,小北里,1956,808,2859,3830,臺南市,2020
　北區,正覺里,1700,544,2322,3084,臺南市,2020
　北區,成功里,2284,885,3297,4296,臺南市,2020
　北區,華德里,1682,688,2453,3198,臺南市,2020
　北區,福德里,2136,965,3228,4152,臺南市,2020
　北區,成德里,2080,970,3155,4134,臺南市,2020
　北區,和順里,2243,1134,3529,4682,臺南市,2020
　北區,立人里,1263,532,1863,2492,臺南市,2020
　北區,雙安里,1043,578,1683,2195,臺南市,2020
　北區,文成里,1479,627,2180,2857,臺南市,2020
　北區,元美里,1557,590,2214,2840,臺南市,2020
　北區,文元里,1707,612,2422,3232,臺南市,2020
　北區,大和里,2020,616,2714,3552,臺南市,2020
　北區,大港里,2725,1105,3960,5195,臺南市,2020
　北區,大豐里,2281,736,3113,4181,臺南市,2020
　北區,賢北里,1888,707,2677,3459,臺南市,2020
　安南區,東和里,1438,459,1973,2579,臺南市,2020
　安南區,塭南里,2495,784,3359,4382,臺南市,2020
　安南區,州南里,2658,871,3633,4794,臺南市,2020
　安南區,州北里,2432,799,3332,4375,臺南市,2020
　安南區,安順里,2465,855,3438,4508,臺南市,2020
　安南區,新順里,3154,1113,4403,5787,臺南市,2020
　安南區,頂安里,2566,689,3366,4394,臺南市,2020
　安南區,安慶里,3289,977,4413,5826,臺南市,2020
　安南區,溪北里,1464,529,2068,2685,臺南市,2020
　安南區,安和里,1104,362,1526,2084,臺南市,2020
　安南區,安西里,1940,641,2652,3431,臺南市,2020
　安南區,溪頂里,2274,858,3249,4268,臺南市,2020
　安南區,安東里,1538,446,2060,2691,臺南市,2020
　安南區,鳳凰里,2192,810,3094,4280,臺南市,2020
　安南區,梅花里,2051,725,2849,3889,臺南市,2020
　安南區,理想里,2501,790,3385,4408,臺南市,2020
　安南區,海東里,2911,862,3876,5339,臺南市,2020
　安南區,大安里,1953,660,2701,3548,臺南市,2020
　安南區,原佃里,1130,378,1563,2095,臺南市,2020
　安南區,長安里,2476,718,3310,4499,臺南市,2020
　安南區,公親里,669,168,859,1136,臺南市,2020
　安南區,布袋里,780,288,1106,1469,臺南市,2020
　安南區,總頭里,970,301,1311,1781,臺南市,2020
　安南區,南興里,975,250,1252,1732,臺南市,2020
　安南區,學東里,1203,329,1572,2259,臺南市,2020
　安南區,公塭里,568,153,736,937,臺南市,2020
　安南區,佃東里,1728,593,2383,3279,臺南市,2020
　安南區,佃西里,1078,280,1391,1938,臺南市,2020
　安南區,淵西里,1770,537,2389,3275,臺南市,2020
　安南區,海西里,1443,501,1989,2684,臺南市,2020
　安南區,溪心里,3671,1238,5048,7363,臺南市,2020
　安南區,淵東里,2442,693,3235,4439,臺南市,2020
　安南區,淵中里,1786,547,2384,3205,臺南市,2020
　安南區,溪墘里,1698,540,2300,2988,臺南市,2020
　安南區,海佃里,2341,716,3143,4134,臺南市,2020
　安南區,國安里,1259,366,1693,2178,臺南市,2020
　安南區,溪東里,1985,791,2869,3757,臺南市,2020
　安南區,安富里,2929,873,3907,5314,臺南市,2020
　安南區,幸福里,2027,568,2666,3492,臺南市,2020
　安南區,海南里,1092,324,1468,1929,臺南市,2020
　安南區,城東里,745,262,1029,1535,臺南市,2020
　安南區,城南里,1649,450,2156,3017,臺南市,2020
　安南區,青草里,740,189,951,1425,臺南市,2020
　安南區,城西里,765,210,1014,1358,臺南市,2020
　安南區,城北里,849,210,1084,1481,臺南市,2020
　安南區,城中里,555,194,778,1009,臺南市,2020
　安南區,砂崙里,756,157,936,1256,臺南市,2020
　安南區,顯宮里,775,225,1017,1411,臺南市,2020
　安南區,鹿耳里,477,159,651,897,臺南市,2020
　安南區,四草里,980,310,1317,1793,臺南市,2020
　安南區,塩田里,715,367,1109,1474,臺南市,2020
　新化區,武安里,1296,959,2339,2993,臺南市,2020
　新化區,東榮里,1632,1091,2848,3840,臺南市,2020
　新化區,護國里,1059,813,1935,2651,臺南市,2020
　新化區,太平里,1928,1225,3281,4256,臺南市,2020
　新化區,協興里,1346,973,2402,3178,臺南市,2020
　新化區,唪口里,1008,540,1599,2095,臺南市,2020
　新化區,北勢里,661,379,1066,1407,臺南市,2020
　新化區,豐榮里,1318,952,2350,3111,臺南市,2020
　新化區,全興里,1136,814,2035,2683,臺南市,2020
　新化區,崙頂里,818,696,1562,1980,臺南市,2020
　新化區,知義里,921,612,1593,2143,臺南市,2020
　新化區,山脚里,583,409,1034,1374,臺南市,2020
　新化區,大坑里,216,116,339,434,臺南市,2020
　新化區,𦰡拔里,827,650,1515,2070,臺南市,2020
　新化區,羊林里,400,248,665,881,臺南市,2020
　新化區,礁坑里,508,180,707,975,臺南市,2020
　新市區,新市里,1339,693,2105,2828,臺南市,2020
　新市區,新和里,2992,1531,4689,6145,臺南市,2020
　新市區,社內里,1393,474,1940,2530,臺南市,2020
　新市區,大洲里,347,131,500,668,臺南市,2020
　新市區,豐華里,424,228,680,879,臺南市,2020
　新市區,三舍里,741,315,1097,1471,臺南市,2020
　新市區,大營里,1388,896,2377,3168,臺南市,2020
　新市區,大社里,2343,808,3273,4326,臺南市,2020
　新市區,潭頂里,935,349,1330,1754,臺南市,2020
　新市區,港墘里,1626,760,2491,3252,臺南市,2020
　新市區,永就里,1316,730,2129,2828,臺南市,2020
　永康區,五王里,2303,1540,3993,5489,臺南市,2020
　永康區,三合里,1388,1020,2517,3347,臺南市,2020
　永康區,六合里,2182,1539,3885,5257,臺南市,2020
　永康區,網寮里,3020,1728,4953,6633,臺南市,2020
　永康區,二王里,3173,2251,5637,7515,臺南市,2020
　永康區,永康里,3419,2064,5688,8518,臺南市,2020
　永康區,埔園里,3165,1842,5200,6862,臺南市,2020
　永康區,龍埔里,1599,902,2579,3362,臺南市,2020
　永康區,正強里,3386,2015,5568,7309,臺南市,2020
　永康區,大橋里,2470,1596,4208,5488,臺南市,2020
　永康區,東橋里,3164,1576,4924,6404,臺南市,2020
　永康區,西橋里,1299,831,2213,2999,臺南市,2020
　永康區,安康里,1991,1283,3419,4669,臺南市,2020
　永康區,蔦松里,815,516,1368,1776,臺南市,2020
　永康區,三民里,639,410,1086,1435,臺南市,2020
　永康區,塩行里,2225,1188,3554,4716,臺南市,2020
　永康區,塩興里,1622,893,2625,3572,臺南市,2020
　永康區,塩洲里,2644,1393,4187,5465,臺南市,2020
　永康區,甲頂里,1108,504,1668,2172,臺南市,2020
　永康區,尚頂里,1743,890,2740,3655,臺南市,2020
　永康區,龍潭里,2656,1479,4319,5852,臺南市,2020
　永康區,永明里,1847,1285,3257,4301,臺南市,2020
　永康區,王行里,1158,632,1858,2416,臺南市,2020
　永康區,烏竹里,1214,714,2004,2608,臺南市,2020
　永康區,西勢里,2690,1591,4438,5820,臺南市,2020
　永康區,新樹里,974,500,1528,2027,臺南市,2020
　永康區,大灣里,1622,791,2518,3299,臺南市,2020
　永康區,東灣里,1652,844,2593,3417,臺南市,2020
　永康區,西灣里,3291,1826,5333,7002,臺南市,2020
　永康區,南灣里,1846,859,2818,3704,臺南市,2020
　永康區,崑山里,2643,1490,4297,5611,臺南市,2020
　永康區,北灣里,1923,954,2978,3888,臺南市,2020
　永康區,北興里,2228,1207,3570,4678,臺南市,2020
　永康區,復興里,455,801,1307,1859,臺南市,2020
　永康區,光復里,114,209,337,491,臺南市,2020
　永康區,建國里,524,745,1335,1822,臺南市,2020
　永康區,復國里,2985,2754,5973,8150,臺南市,2020
　永康區,復華里,3524,2811,6588,8852,臺南市,2020
　永康區,神洲里,327,415,765,1078,臺南市,2020
　永康區,成功里,509,946,1512,1999,臺南市,2020
　永康區,中華里,1106,955,2140,2744,臺南市,2020
　永康區,中興里,1184,1189,2452,3237,臺南市,2020
　永康區,勝利里,2718,2502,5449,7405,臺南市,2020
　東區,崇信里,1488,912,2722,4224,臺南市,2020
　東區,崇學里,1185,734,2144,2792,臺南市,2020
　東區,大學里,417,318,832,1072,臺南市,2020
　東區,成大里,659,573,1382,1895,臺南市,2020
　東區,東門里,749,417,1339,1804,臺南市,2020
　東區,圍下里,753,469,1385,1828,臺南市,2020
　東區,中西里,1167,786,2257,2980,臺南市,2020
　東區,東安里,518,299,922,1311,臺南市,2020
　東區,忠孝里,1506,1254,3145,4112,臺南市,2020
　東區,大福里,637,439,1190,1631,臺南市,2020
　東區,大德里,609,396,1110,1488,臺南市,2020
　東區,路東里,536,470,1160,1537,臺南市,2020
　東區,大同里,1060,719,2028,2816,臺南市,2020
　東區,泉南里,1839,1131,3399,4567,臺南市,2020
　東區,龍山里,1795,1144,3374,4464,臺南市,2020
　東區,德光里,1498,1094,2967,3850,臺南市,2020
　南區,大恩里,1233,1024,2501,3255,臺南市,2020
　南區,大林里,761,697,1630,2163,臺南市,2020
　南區,大忠里,1726,1294,3377,4418,臺南市,2020
　南區,新生里,704,1519,2503,3292,臺南市,2020
　南區,竹溪里,611,461,1215,1584,臺南市,2020
　南區,明德里,438,367,939,1282,臺南市,2020
　南區,大成里,585,383,1092,1395,臺南市,2020
　南區,田寮里,1248,922,2405,3089,臺南市,2020
　南區,新興里,1085,690,1959,2666,臺南市,2020
　南區,再興里,954,587,1688,2223,臺南市,2020
　南區,廣州里,1018,602,1728,2198,臺南市,2020
　南區,新昌里,889,612,1663,2192,臺南市,2020
　南區,文華里,1422,839,2493,3184,臺南市,2020
　南區,文南里,2133,1329,3819,4948,臺南市,2020
　南區,金華里,2076,1222,3661,4860,臺南市,2020
　南區,國宅里,1250,758,2179,2856,臺南市,2020
　南區,鹽埕里,1640,944,2783,3626,臺南市,2020
　南區,光明里,1864,997,3110,4083,臺南市,2020
　南區,明亮里,1582,854,2694,3497,臺南市,2020
　南區,府南里,1982,1209,3509,4675,臺南市,2020
　南區,明興里,1460,773,2441,3234,臺南市,2020
　南區,郡南里,1483,902,2624,3447,臺南市,2020
　南區,建南里,2236,1331,3928,4935,臺南市,2020
　南區,南都里,947,608,1722,2663,臺南市,2020
　南區,南華里,933,620,1739,2351,臺南市,2020
　南區,開南里,2219,1500,4114,5559,臺南市,2020
　南區,彰南里,689,396,1196,1569,臺南市,2020
　南區,鯤鯓里,711,506,1280,1713,臺南市,2020
　南區,喜北里,1052,457,1610,2102,臺南市,2020
　南區,喜南里,632,227,901,1192,臺南市,2020
　南區,喜東里,1040,395,1556,2007,臺南市,2020
　南區,省躬里,1632,748,2592,3444,臺南市,2020
　南區,永寧里,820,404,1307,1696,臺南市,2020
　南區,松安里,825,412,1336,1705,臺南市,2020
　南區,佛壇里,1201,505,1869,2391,臺南市,2020
　南區,同安里,1012,497,1619,2124,臺南市,2020
　南區,興農里,1170,583,1887,2442,臺南市,2020
　安平區,文平里,2012,1287,3750,4844,臺南市,2020
　安平區,建平里,2058,1085,3684,4865,臺南市,2020
　安平區,怡平里,1605,938,2977,4053,臺南市,2020
　安平區,華平里,1831,1186,3460,4621,臺南市,2020
　安平區,平通里,2570,1575,4826,6825,臺南市,2020
　安平區,億載里,1159,685,2136,2798,臺南市,2020
　安平區,育平里,2748,1913,5395,7386,臺南市,2020
　安平區,國平里,2797,1806,5291,6988,臺南市,2020
　安平區,漁光里,176,83,287,421,臺南市,2020
　安平區,平安里,1387,738,2428,3243,臺南市,2020
　安平區,天妃里,1482,732,2449,3259,臺南市,2020
　安平區,王城里,1077,638,1933,2697,臺南市,2020
　安平區,金城里,691,582,1440,1932,臺南市,2020
　中西區,赤嵌里,1634,742,2665,3624,臺南市,2020
　中西區,郡王里,1235,727,2239,2953,臺南市,2020
　中西區,法華里,1015,706,1994,2627,臺南市,2020
　中西區,開山里,1048,524,1822,2447,臺南市,2020
　中西區,永華里,1072,566,1829,2451,臺南市,2020
　中西區,藥王里,1568,703,2492,3357,臺南市,2020
　中西區,光賢里,1617,703,2625,3405,臺南市,2020
　中西區,大涼里,1014,647,1878,2460,臺南市,2020
　中西區,西湖里,2221,1391,4151,5376,臺南市,2020
　中西區,西賢里,2100,1193,3740,4743,臺南市,2020
　中西區,城隍里,1555,769,2612,3545,臺南市,2020
　中西區,南美里,1424,704,2361,3170,臺南市,2020
　中西區,南門里,925,743,1886,2454,臺南市,2020
　中西區,小西門里,1215,749,2228,3036,臺南市,2020
　中西區,五條港里,894,459,1490,2026,臺南市,2020
　中西區,兌悅里,1577,767,2615,3817,臺南市,2020
　中西區,淺草里,963,550,1715,2416,臺南市,2020
　中西區,府前里,826,426,1390,1927,臺南市,2020
　中西區,南廠里,1790,833,2891,3896,臺南市,2020
　中西區,西和里,1582,885,2815,3610,臺南市,2020
　仁德區,太子里,2699,1151,4023,5204,臺南市,2020
　仁德區,土庫里,1456,516,2060,2670,臺南市,2020
　仁德區,一甲里,1210,701,2003,2558,臺南市,2020
　仁德區,仁德里,3085,1948,5271,7130,臺南市,2020
　仁德區,仁義里,3955,2492,6805,8709,臺南市,2020
　仁德區,新田里,1575,860,2552,3267,臺南市,2020
　仁德區,後壁里,4258,2196,6760,8902,臺南市,2020
　仁德區,上崙里,2662,1439,4330,5726,臺南市,2020
　仁德區,文賢里,1071,562,1718,2192,臺南市,2020
　仁德區,保安里,1276,679,2061,2668,臺南市,2020
